kb_id,chunk_type,title,base_food_name,aliases,category,meal_time,diet_tags,health_tags,budget_myr_per_serving,calories,carbohydrates_g,protein_g,fat_g,fibre_g,sugar_g,sodium_mg,potassium_mg,phosphorus_mg_estimated,iron_mg_estimated,glycemic_index,halal,vegan,lactose_free,soy_free,nut_free,coconut_free,shellfish_free,recommendation,avoid_reason,modifications,cheaper_alternatives,meal_plan_notes,rag_text,source,confidence
kb_00024,food_item,Food facts - Mee Rebus,Mee Rebus,,Noodle Dish,,"halal, Malaysian, general food","high carbohydrate, moderate protein, very high sodium, high potassium, moderate phosphorus, avoid or occasional, limit or modify, limit for CKD unless clinician approves, low purine choice, not a main iron source",6.5,580.0,82.0,18.0,18.0,7.0,12.0,980.0,520.0,234.0,0.7,71.0,yes,yes,yes,yes,yes,yes,yes,avoid or occasional,,Noodle dish with thick gravy.,,,"Food item: Mee Rebus. Aliases: Mee Rebus. Category: Noodle Dish. Serving: 1 bowl. Estimated nutrition: 580 kcal, 82.0 g carbs, 18.0 g protein, 18.0 g fat, 7.0 g fibre, 12.0 g sugar, 980 mg sodium, 520 mg potassium, estimated 234 mg phosphorus, estimated 0.7 mg iron, GI 71.0. Suitability flags: halal yes, vegan yes, lactose-free yes, soy-free yes, nut-free yes, coconut-free yes, shellfish-free yes. Diet/health tags: high carbohydrate, moderate protein, very high sodium, high potassium, moderate phosphorus, avoid or occasional, limit or modify, limit for CKD unless clinician approves, low purine choice, not a main iron source. Practical advice: Noodle dish with thick gravy.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00025,food_item,Food facts - Mee Bandung,Mee Bandung,,Noodle Dish,,"halal, Malaysian, general food","high carbohydrate, high protein, very high sodium, high potassium, high phosphorus, avoid or occasional, limit or modify, limit for CKD unless clinician approves, low purine choice, not a main iron source",6.5,620.0,78.0,25.0,22.0,5.0,13.0,1050.0,510.0,325.0,0.7,70.0,yes,yes,yes,yes,yes,yes,yes,avoid or occasional,,Saucy noodle dish often sweet and salty.,,,"Food item: Mee Bandung. Aliases: Mee Bandung. Category: Noodle Dish. Serving: 1 bowl. Estimated nutrition: 620 kcal, 78.0 g carbs, 25.0 g protein, 22.0 g fat, 5.0 g fibre, 13.0 g sugar, 1050 mg sodium, 510 mg potassium, estimated 325 mg phosphorus, estimated 0.7 mg iron, GI 70.0. Suitability flags: halal yes, vegan yes, lactose-free yes, soy-free yes, nut-free yes, coconut-free yes, shellfish-free yes. Diet/health tags: high carbohydrate, high protein, very high sodium, high potassium, high phosphorus, avoid or occasional, limit or modify, limit for CKD unless clinician approves, low purine choice, not a main iron source. Practical advice: Saucy noodle dish often sweet and salty.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00026,food_item,Food facts - Mee Kari,Mee Kari,,Noodle Dish,,"halal, Malaysian, general food","high carbohydrate, high protein, very high sodium, high potassium, high phosphorus, avoid or occasional, limit or modify, limit for CKD unless clinician approves, low purine choice, not a main iron source",6.5,650.0,70.0,24.0,30.0,5.0,7.0,1100.0,500.0,312.0,0.7,69.0,yes,yes,yes,yes,yes,yes,yes,avoid or occasional,,Curry noodle dish high in fat and sodium.,,,"Food item: Mee Kari. Aliases: Mee Kari. Category: Noodle Dish. Serving: 1 bowl. Estimated nutrition: 650 kcal, 70.0 g carbs, 24.0 g protein, 30.0 g fat, 5.0 g fibre, 7.0 g sugar, 1100 mg sodium, 500 mg potassium, estimated 312 mg phosphorus, estimated 0.7 mg iron, GI 69.0. Suitability flags: halal yes, vegan yes, lactose-free yes, soy-free yes, nut-free yes, coconut-free yes, shellfish-free yes. Diet/health tags: high carbohydrate, high protein, very high sodium, high potassium, high phosphorus, avoid or occasional, limit or modify, limit for CKD unless clinician approves, low purine choice, not a main iron source. Practical advice: Curry noodle dish high in fat and sodium.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00027,food_item,Food facts - Laksa Penang,Laksa Penang,,Noodle Dish,,"halal, Malaysian, general food","high carbohydrate, high protein, very high sodium, high potassium, high phosphorus, avoid or occasional, limit or modify, limit for CKD unless clinician approves, low purine choice, not a main iron source",6.5,460.0,68.0,20.0,8.0,5.0,10.0,900.0,450.0,260.0,0.7,69.0,yes,yes,yes,yes,yes,no,yes,avoid or occasional,,Fish-based noodle soup with tangy broth.,,,"Food item: Laksa Penang. Aliases: Laksa Penang. Category: Noodle Dish. Serving: 1 bowl. Estimated nutrition: 460 kcal, 68.0 g carbs, 20.0 g protein, 8.0 g fat, 5.0 g fibre, 10.0 g sugar, 900 mg sodium, 450 mg potassium, estimated 260 mg phosphorus, estimated 0.7 mg iron, GI 69.0. Suitability flags: halal yes, vegan yes, lactose-free yes, soy-free yes, nut-free yes, coconut-free no, shellfish-free yes. Diet/health tags: high carbohydrate, high protein, very high sodium, high potassium, high phosphorus, avoid or occasional, limit or modify, limit for CKD unless clinician approves, low purine choice, not a main iron source. Practical advice: Fish-based noodle soup with tangy broth.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00028,food_item,Food facts - Laksa Johor,Laksa Johor,,Noodle Dish,,"halal, Malaysian, general food","high carbohydrate, high protein, very high sodium, high potassium, high phosphorus, avoid or occasional, limit or modify, limit for CKD unless clinician approves, low purine choice, not a main iron source",6.5,660.0,78.0,28.0,24.0,6.0,8.0,950.0,540.0,364.0,0.7,70.0,yes,yes,yes,yes,yes,no,yes,avoid or occasional,,Thick noodle dish with rich fish gravy.,,,"Food item: Laksa Johor. Aliases: Laksa Johor. Category: Noodle Dish. Serving: 1 bowl. Estimated nutrition: 660 kcal, 78.0 g carbs, 28.0 g protein, 24.0 g fat, 6.0 g fibre, 8.0 g sugar, 950 mg sodium, 540 mg potassium, estimated 364 mg phosphorus, estimated 0.7 mg iron, GI 70.0. Suitability flags: halal yes, vegan yes, lactose-free yes, soy-free yes, nut-free yes, coconut-free no, shellfish-free yes. Diet/health tags: high carbohydrate, high protein, very high sodium, high potassium, high phosphorus, avoid or occasional, limit or modify, limit for CKD unless clinician approves, low purine choice, not a main iron source. Practical advice: Thick noodle dish with rich fish gravy.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00029,food_item,Food facts - Curry Laksa,Curry Laksa,,Noodle Dish,,"halal, Malaysian, general food","high carbohydrate, high protein, very high sodium, high potassium, high phosphorus, avoid or occasional, limit or modify, limit for CKD unless clinician approves, low purine choice, not a main iron source",6.5,720.0,76.0,26.0,34.0,5.0,8.0,1220.0,520.0,338.0,0.7,70.0,yes,yes,yes,yes,yes,no,yes,avoid or occasional,,Coconut curry noodle soup.,,,"Food item: Curry Laksa. Aliases: Curry Laksa. Category: Noodle Dish. Serving: 1 bowl. Estimated nutrition: 720 kcal, 76.0 g carbs, 26.0 g protein, 34.0 g fat, 5.0 g fibre, 8.0 g sugar, 1220 mg sodium, 520 mg potassium, estimated 338 mg phosphorus, estimated 0.7 mg iron, GI 70.0. Suitability flags: halal yes, vegan yes, lactose-free yes, soy-free yes, nut-free yes, coconut-free no, shellfish-free yes. Diet/health tags: high carbohydrate, high protein, very high sodium, high potassium, high phosphorus, avoid or occasional, limit or modify, limit for CKD unless clinician approves, low purine choice, not a main iron source. Practical advice: Coconut curry noodle soup.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00030,food_item,Food facts - Pan Mee Soup,Pan Mee Soup,,Noodle Dish,,"halal, Malaysian, general food","high carbohydrate, high protein, very high sodium, high potassium, high phosphorus, avoid or occasional, limit or modify, limit for CKD unless clinician approves, low purine choice, not a main iron source",6.5,520.0,68.0,24.0,15.0,5.0,4.0,850.0,460.0,312.0,0.7,69.0,yes,yes,yes,yes,yes,yes,yes,avoid or occasional,,Hand-torn noodle soup.,,,"Food item: Pan Mee Soup. Aliases: Pan Mee Soup. Category: Noodle Dish. Serving: 1 bowl. Estimated nutrition: 520 kcal, 68.0 g carbs, 24.0 g protein, 15.0 g fat, 5.0 g fibre, 4.0 g sugar, 850 mg sodium, 460 mg potassium, estimated 312 mg phosphorus, estimated 0.7 mg iron, GI 69.0. Suitability flags: halal yes, vegan yes, lactose-free yes, soy-free yes, nut-free yes, coconut-free yes, shellfish-free yes. Diet/health tags: high carbohydrate, high protein, very high sodium, high potassium, high phosphorus, avoid or occasional, limit or modify, limit for CKD unless clinician approves, low purine choice, not a main iron source. Practical advice: Hand-torn noodle soup.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00031,food_item,Food facts - Dry Chili Pan Mee,Dry Chili Pan Mee,,Noodle Dish,,"halal, Malaysian, general food","high carbohydrate, high protein, very high sodium, high potassium, high phosphorus, avoid or occasional, limit or modify, limit for CKD unless clinician approves, low purine choice, not a main iron source",6.5,650.0,72.0,28.0,28.0,5.0,5.0,980.0,430.0,364.0,0.7,70.0,yes,yes,yes,yes,yes,yes,yes,avoid or occasional,,Dry noodle dish with chili oil and minced meat.,,,"Food item: Dry Chili Pan Mee. Aliases: Dry Chili Pan Mee. Category: Noodle Dish. Serving: 1 bowl. Estimated nutrition: 650 kcal, 72.0 g carbs, 28.0 g protein, 28.0 g fat, 5.0 g fibre, 5.0 g sugar, 980 mg sodium, 430 mg potassium, estimated 364 mg phosphorus, estimated 0.7 mg iron, GI 70.0. Suitability flags: halal yes, vegan yes, lactose-free yes, soy-free yes, nut-free yes, coconut-free yes, shellfish-free yes. Diet/health tags: high carbohydrate, high protein, very high sodium, high potassium, high phosphorus, avoid or occasional, limit or modify, limit for CKD unless clinician approves, low purine choice, not a main iron source. Practical advice: Dry noodle dish with chili oil and minced meat.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00032,food_item,Food facts - Hokkien Mee KL,Hokkien Mee KL,,Noodle Dish,,"halal, Malaysian, general food","high carbohydrate, high protein, very high sodium, high potassium, high phosphorus, avoid or occasional, limit or modify, limit for CKD unless clinician approves, low purine choice, not a main iron source",6.5,760.0,82.0,26.0,34.0,5.0,9.0,1300.0,520.0,338.0,0.7,72.0,yes,yes,yes,yes,yes,yes,yes,avoid or occasional,,"Dark soy fried noodles, usually oily and salty.",,,"Food item: Hokkien Mee KL. Aliases: Hokkien Mee KL. Category: Noodle Dish. Serving: 1 plate. Estimated nutrition: 760 kcal, 82.0 g carbs, 26.0 g protein, 34.0 g fat, 5.0 g fibre, 9.0 g sugar, 1300 mg sodium, 520 mg potassium, estimated 338 mg phosphorus, estimated 0.7 mg iron, GI 72.0. Suitability flags: halal yes, vegan yes, lactose-free yes, soy-free yes, nut-free yes, coconut-free yes, shellfish-free yes. Diet/health tags: high carbohydrate, high protein, very high sodium, high potassium, high phosphorus, avoid or occasional, limit or modify, limit for CKD unless clinician approves, low purine choice, not a main iron source. Practical advice: Dark soy fried noodles, usually oily and salty.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00033,food_item,Food facts - Hokkien Mee Penang,Hokkien Mee Penang,,Noodle Dish,,"halal, Malaysian, general food","high carbohydrate, high protein, very high sodium, high potassium, high phosphorus, avoid or occasional, limit or modify, limit for CKD unless clinician approves, low purine choice, not a main iron source",6.5,540.0,65.0,28.0,16.0,4.0,6.0,950.0,480.0,364.0,0.7,69.0,yes,yes,yes,yes,yes,yes,yes,avoid or occasional,,Prawn noodle soup.,,,"Food item: Hokkien Mee Penang. Aliases: Hokkien Mee Penang. Category: Noodle Dish. Serving: 1 bowl. Estimated nutrition: 540 kcal, 65.0 g carbs, 28.0 g protein, 16.0 g fat, 4.0 g fibre, 6.0 g sugar, 950 mg sodium, 480 mg potassium, estimated 364 mg phosphorus, estimated 0.7 mg iron, GI 69.0. Suitability flags: halal yes, vegan yes, lactose-free yes, soy-free yes, nut-free yes, coconut-free yes, shellfish-free yes. Diet/health tags: high carbohydrate, high protein, very high sodium, high potassium, high phosphorus, avoid or occasional, limit or modify, limit for CKD unless clinician approves, low purine choice, not a main iron source. Practical advice: Prawn noodle soup.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00034,food_item,Food facts - Wantan Mee Dry,Wantan Mee Dry,,Noodle Dish,,"halal, Malaysian, general food","high carbohydrate, high protein, very high sodium, high potassium, high phosphorus, avoid or occasional, limit or modify, limit for CKD unless clinician approves, low purine choice, not a main iron source",6.5,590.0,74.0,24.0,20.0,4.0,7.0,950.0,390.0,312.0,0.7,71.0,yes,yes,yes,yes,yes,yes,yes,avoid or occasional,,Dry egg noodles with char siu and sauce.,,,"Food item: Wantan Mee Dry. Aliases: Wantan Mee Dry. Category: Noodle Dish. Serving: 1 plate. Estimated nutrition: 590 kcal, 74.0 g carbs, 24.0 g protein, 20.0 g fat, 4.0 g fibre, 7.0 g sugar, 950 mg sodium, 390 mg potassium, estimated 312 mg phosphorus, estimated 0.7 mg iron, GI 71.0. Suitability flags: halal yes, vegan yes, lactose-free yes, soy-free yes, nut-free yes, coconut-free yes, shellfish-free yes. Diet/health tags: high carbohydrate, high protein, very high sodium, high potassium, high phosphorus, avoid or occasional, limit or modify, limit for CKD unless clinician approves, low purine choice, not a main iron source. Practical advice: Dry egg noodles with char siu and sauce.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00035,food_item,Food facts - Wantan Mee Soup,Wantan Mee Soup,,Noodle Dish,,"halal, Malaysian, general food","high carbohydrate, high protein, very high sodium, high potassium, high phosphorus, avoid or occasional, limit or modify, limit for CKD unless clinician approves, low purine choice, not a main iron source",6.5,490.0,66.0,22.0,12.0,3.0,5.0,880.0,360.0,286.0,0.7,70.0,yes,yes,yes,yes,yes,yes,yes,avoid or occasional,,Noodle soup with dumplings.,,,"Food item: Wantan Mee Soup. Aliases: Wantan Mee Soup. Category: Noodle Dish. Serving: 1 bowl. Estimated nutrition: 490 kcal, 66.0 g carbs, 22.0 g protein, 12.0 g fat, 3.0 g fibre, 5.0 g sugar, 880 mg sodium, 360 mg potassium, estimated 286 mg phosphorus, estimated 0.7 mg iron, GI 70.0. Suitability flags: halal yes, vegan yes, lactose-free yes, soy-free yes, nut-free yes, coconut-free yes, shellfish-free yes. Diet/health tags: high carbohydrate, high protein, very high sodium, high potassium, high phosphorus, avoid or occasional, limit or modify, limit for CKD unless clinician approves, low purine choice, not a main iron source. Practical advice: Noodle soup with dumplings.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
kb_00036,food_item,Food facts - Maggi Goreng,Maggi Goreng,,Noodle Dish,,"halal, Malaysian, general food","high carbohydrate, moderate protein, very high sodium, high potassium, high phosphorus, avoid or occasional, limit or modify, limit for CKD unless clinician approves, low purine choice, not a main iron source",6.5,680.0,82.0,18.0,30.0,4.0,8.0,1450.0,360.0,274.0,0.7,73.0,yes,yes,yes,yes,yes,yes,yes,avoid or occasional,,"Instant noodle fried dish, very high in sodium.",,,"Food item: Maggi Goreng. Aliases: Maggi Goreng. Category: Noodle Dish. Serving: 1 plate. Estimated nutrition: 680 kcal, 82.0 g carbs, 18.0 g protein, 30.0 g fat, 4.0 g fibre, 8.0 g sugar, 1450 mg sodium, 360 mg potassium, estimated 274 mg phosphorus, estimated 0.7 mg iron, GI 73.0. Suitability flags: halal yes, vegan yes, lactose-free yes, soy-free yes, nut-free yes, coconut-free yes, shellfish-free yes. Diet/health tags: high carbohydrate, moderate protein, very high sodium, high potassium, high phosphorus, avoid or occasional, limit or modify, limit for CKD unless clinician approves, low purine choice, not a main iron source. Practical advice: Instant noodle fried dish, very high in sodium.",generated prototype KB based on uploaded food data and MDG principles,prototype_estimate
